inst_id,pert_id,split
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:B22,BRD-A07440155,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H14,BRD-A64092382,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H14,BRD-A64092382,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H14,BRD-A64092382,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:D07,BRD-A31204924,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:D07,BRD-A31204924,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:D07,BRD-A31204924,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H03,BRD-K92731339,test
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H03,BRD-K92731339,test
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H03,BRD-K92731339,test
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H16,BRD-K10995081,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H16,BRD-K10995081,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H16,BRD-K10995081,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:M20,BRD-K46137903,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:M20,BRD-K46137903,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:M20,BRD-K46137903,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:N04,BRD-K75699339,test
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:N04,BRD-K75699339,test
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:N04,BRD-K75699339,test
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:L24,BRD-K15933101,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:L24,BRD-K15933101,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:L24,BRD-K15933101,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H05,BRD-K82941592,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H05,BRD-K82941592,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H05,BRD-K82941592,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:H13,BRD-K82036761,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:H13,BRD-K82036761,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:H13,BRD-K82036761,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:J24,BRD-K22134346,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:J24,BRD-K22134346,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:J24,BRD-K22134346,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:L09,BRD-K93645900,test
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:L09,BRD-K93645900,test
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:L09,BRD-K93645900,test
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:F12,BRD-A93255169,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:F12,BRD-A93255169,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:F12,BRD-A93255169,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:N15,BRD-K82562631,test
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:N15,BRD-K82562631,test
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:N15,BRD-K82562631,test
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:I06,BRD-K70778732,test
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:I06,BRD-K70778732,test
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:I06,BRD-K70778732,test
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:K04,BRD-K69600043,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:K04,BRD-K69600043,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:K04,BRD-K69600043,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:J06,BRD-A51714012,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:J06,BRD-A51714012,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:J06,BRD-A51714012,train
CPC004_HEPG2_6H_X1_B5_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HEPG2_6H_X2_F1B5_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HEPG2_6H_X3.L2_F2B5_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:E01,BRD-K02265150,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:E01,BRD-K02265150,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:E01,BRD-K02265150,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:E01,BRD-K02265150,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:E01,BRD-K02265150,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:D15,BRD-K46937689,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:D15,BRD-K46937689,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:D15,BRD-K46937689,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:D15,BRD-K46937689,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:D15,BRD-K46937689,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:B10,BRD-A65671304,test
CPC004_HT29_6H_X2_B3_DUO52HI53LO:B10,BRD-A65671304,test
CPC004_HT29_6H_X3_B3_DUO52HI53LO:B10,BRD-A65671304,test
CPC004_HT29_6H_X4_B5_DUO52HI53LO:B10,BRD-A65671304,test
CPC004_HT29_6H_X5_B5_DUO52HI53LO:B10,BRD-A65671304,test
CPC004_HT29_6H_X1_B3_DUO52HI53LO:L04,BRD-A10977446,test
CPC004_HT29_6H_X2_B3_DUO52HI53LO:L04,BRD-A10977446,test
CPC004_HT29_6H_X3_B3_DUO52HI53LO:L04,BRD-A10977446,test
CPC004_HT29_6H_X4_B5_DUO52HI53LO:L04,BRD-A10977446,test
CPC004_HT29_6H_X5_B5_DUO52HI53LO:L04,BRD-A10977446,test
CPC004_HT29_6H_X1_B3_DUO52HI53LO:C17,BRD-K98530306,test
CPC004_HT29_6H_X2_B3_DUO52HI53LO:C17,BRD-K98530306,test
CPC004_HT29_6H_X3_B3_DUO52HI53LO:C17,BRD-K98530306,test
CPC004_HT29_6H_X4_B5_DUO52HI53LO:C17,BRD-K98530306,test
CPC004_HT29_6H_X5_B5_DUO52HI53LO:C17,BRD-K98530306,test
CPC004_HT29_6H_X1_B3_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:E07,BRD-K43389675,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:P14,BRD-K63630713,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:P14,BRD-K63630713,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:P14,BRD-K63630713,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:P18,BRD-A16311756,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:P18,BRD-A16311756,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:P18,BRD-A16311756,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:E02,BRD-A74667430,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:E02,BRD-A74667430,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:E02,BRD-A74667430,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:E02,BRD-A74667430,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:E02,BRD-A74667430,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:A10,BRD-K11129031,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:A10,BRD-K11129031,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:A10,BRD-K11129031,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:A23,BRD-A44448661,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:A23,BRD-A44448661,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:A23,BRD-A44448661,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:P19,BRD-K32247306,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:P19,BRD-K32247306,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:P19,BRD-K32247306,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:P19,BRD-K32247306,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:P19,BRD-K32247306,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:F18,BRD-A06352418,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:I04,BRD-K63675182,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:I02,BRD-A19195498,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:I02,BRD-A19195498,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:I02,BRD-A19195498,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:I02,BRD-A19195498,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:I02,BRD-A19195498,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:O23,BRD-K55127134,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:O23,BRD-K55127134,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:O23,BRD-K55127134,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:O13,BRD-K21680192,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:O13,BRD-K21680192,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:E15,BRD-A84481105,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:E15,BRD-A84481105,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:E15,BRD-A84481105,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:O21,BRD-K89732114,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:O21,BRD-K89732114,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:O21,BRD-K89732114,train
CPC004_HT29_6H_X1_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HT29_6H_X2_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HT29_6H_X3_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HT29_6H_X4_B5_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_HT29_6H_X5_B5_DUO52HI53LO:B04,BRD-K81418486,train
CPC005_HT29_6H_X1_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC005_HT29_6H_X2_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC005_HT29_6H_X3_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:J21,BRD-K56429665,test
CPC005_HT29_24H_X2_B3_DUO52HI53LO:J21,BRD-K56429665,test
CPC005_HT29_24H_X3_B3_DUO52HI53LO:J21,BRD-K56429665,test
CPC005_HT29_24H_X1_B3_DUO52HI53LO:O06,BRD-K17294426,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:O06,BRD-K17294426,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:O06,BRD-K17294426,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:P18,BRD-A16311756,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:P18,BRD-A16311756,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:A10,BRD-K11129031,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:A10,BRD-K11129031,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:A10,BRD-K11129031,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:C18,BRD-A44090213,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:C18,BRD-A44090213,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:C18,BRD-A44090213,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:K13,BRD-A83937277,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:K13,BRD-A83937277,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:K13,BRD-A83937277,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:A11,BRD-A33711280,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:A11,BRD-A33711280,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:A11,BRD-A33711280,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:O10,BRD-A65280694,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:O10,BRD-A65280694,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:O10,BRD-A65280694,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:C06,BRD-K65146499,test
CPC005_HT29_24H_X2_B3_DUO52HI53LO:C06,BRD-K65146499,test
CPC005_HT29_24H_X3_B3_DUO52HI53LO:C06,BRD-K65146499,test
CPC005_HT29_24H_X1_B3_DUO52HI53LO:E09,BRD-A28856712,test
CPC005_HT29_24H_X2_B3_DUO52HI53LO:E09,BRD-A28856712,test
CPC005_HT29_24H_X3_B3_DUO52HI53LO:E09,BRD-A28856712,test
CPC005_HT29_24H_X1_B3_DUO52HI53LO:E17,BRD-K46211610,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:E17,BRD-K46211610,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:E17,BRD-K46211610,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:I05,BRD-A49225603,test
CPC005_HT29_24H_X2_B3_DUO52HI53LO:I05,BRD-A49225603,test
CPC005_HT29_24H_X3_B3_DUO52HI53LO:I05,BRD-A49225603,test
CPC005_HT29_24H_X1_B3_DUO52HI53LO:O23,BRD-K55127134,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:O23,BRD-K55127134,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:O23,BRD-K55127134,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:O13,BRD-K21680192,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:O13,BRD-K21680192,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:O13,BRD-K21680192,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:E15,BRD-A84481105,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:E15,BRD-A84481105,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:E15,BRD-A84481105,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:O21,BRD-K89732114,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:O21,BRD-K89732114,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:O21,BRD-K89732114,train
CPC005_HT29_24H_X1_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC005_HT29_24H_X2_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC005_HT29_24H_X3_B3_DUO52HI53LO:B04,BRD-K81418486,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:E22,BRD-K17561142,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:N08,BRD-A22032524,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:N08,BRD-A22032524,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:N08,BRD-A22032524,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:N08,BRD-A22032524,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:L03,BRD-K62200014,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:L03,BRD-K62200014,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:L03,BRD-K62200014,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:L03,BRD-K62200014,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:G22,BRD-A91008255,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:G22,BRD-A91008255,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:G22,BRD-A91008255,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:G22,BRD-A91008255,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:H20,BRD-A68723818,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:H20,BRD-A68723818,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:H20,BRD-A68723818,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:H20,BRD-A68723818,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:F11,BRD-A29426959,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:F11,BRD-A29426959,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:F11,BRD-A29426959,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:F11,BRD-A29426959,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:B23,BRD-K34157611,test
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:B23,BRD-K34157611,test
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:B23,BRD-K34157611,test
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:B23,BRD-K34157611,test
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:E07,BRD-K43389675,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:E11,BRD-K60762818,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:E11,BRD-K60762818,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:E11,BRD-K60762818,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:E11,BRD-K60762818,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:E19,BRD-K08252256,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:E19,BRD-K08252256,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:E19,BRD-K08252256,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:E19,BRD-K08252256,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:G21,BRD-A29734509,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:G21,BRD-A29734509,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:G21,BRD-A29734509,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:G21,BRD-A29734509,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:C24,BRD-K97158071,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:C24,BRD-K97158071,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:C24,BRD-K97158071,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:C24,BRD-K97158071,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:A09,BRD-A09472452,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:A09,BRD-A09472452,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:A09,BRD-A09472452,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:C18,BRD-K39915878,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:B24,BRD-K18194590,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:A16,BRD-A64977602,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:A16,BRD-A64977602,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:A16,BRD-A64977602,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:A16,BRD-A64977602,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:N14,BRD-K78485176,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:H24,BRD-K37991163,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:F23,BRD-A97701745,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_MCF7_6H_X5_F1B5_DUO52HI53LO:L08,BRD-A48430263,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:P21,BRD-K19352500,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:P21,BRD-K19352500,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:P21,BRD-K19352500,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_MCF7_6H_X4_F1B5_DUO52HI53LO:P23,BRD-K06980535,train
CPC004_MCF7_6H_X1_B3_DUO52HI53LO:N02,BRD-K68867920,train
CPC004_MCF7_6H_X2_B3_DUO52HI53LO:N02,BRD-K68867920,train
