diseaseId,diseaseName,drugId,smiles,prefName,targets
EFO_0000616,neoplasm,CHEMBL3414621,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,TAZEMETOSTAT,ENSG00000106462
EFO_0000616,neoplasm,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,METHOTREXATE,ENSG00000228716
EFO_0000616,neoplasm,CHEMBL3545185,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,SELINEXOR,ENSG00000082898
EFO_0000616,neoplasm,CHEMBL3545252,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,DOCETAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,BRIGATINIB,ENSG00000146648|ENSG00000171094
EFO_0000616,neoplasm,CHEMBL3545376,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,ERDAFITINIB,ENSG00000066468|ENSG00000068078|ENSG00000077782|ENSG00000160867
EFO_0000616,neoplasm,CHEMBL3701238,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,FUTIBATINIB,ENSG00000066468|ENSG00000068078|ENSG00000077782|ENSG00000160867
EFO_0000616,neoplasm,CHEMBL3707266,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1.O=C(O)CCC(=O)O,RIBOCICLIB SUCCINATE,ENSG00000105810|ENSG00000135446
EFO_0000616,neoplasm,CHEMBL3707348,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,ACALABRUTINIB,ENSG00000010671
EFO_0000616,neoplasm,CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,TRETINOIN,ENSG00000077092|ENSG00000131759|ENSG00000172819
EFO_0000616,neoplasm,CHEMBL3813873,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,PEXIDARTINIB,ENSG00000122025|ENSG00000157404|ENSG00000182578
EFO_0000616,neoplasm,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DEXAMETHASONE,ENSG00000113580
EFO_0000616,neoplasm,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,TESTOSTERONE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL3889654,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,LAROTRECTINIB,ENSG00000140538|ENSG00000148053|ENSG00000198400
EFO_0000616,neoplasm,CHEMBL3936761,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,ZANUBRUTINIB,ENSG00000010671
EFO_0000616,neoplasm,CHEMBL3948730,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,UMBRALISIB,ENSG00000097007|ENSG00000171608|ENSG00000213923
EFO_0000616,neoplasm,CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,TUCATINIB,ENSG00000141736
EFO_0000616,neoplasm,CHEMBL3989908,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,ENASIDENIB,ENSG00000182054
EFO_0000616,neoplasm,CHEMBL3989939,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O,LAROTRECTINIB SULFATE,ENSG00000140538|ENSG00000148053|ENSG00000198400
EFO_0000616,neoplasm,CHEMBL3989958,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,IVOSIDENIB,ENSG00000138413
EFO_0000616,neoplasm,CHEMBL408513,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,BELINOSTAT,ENSG00000048052|ENSG00000061273|ENSG00000068024|ENSG00000094631|ENSG00000100429|ENSG00000108840|ENSG00000116478|ENSG00000147099|ENSG00000163517|ENSG00000171720|ENSG00000196591
EFO_0000616,neoplasm,CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,BICALUTAMIDE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,DIETHYLSTILBESTROL,ENSG00000091831
EFO_0000616,neoplasm,CHEMBL413,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,SIROLIMUS,ENSG00000088832
EFO_0000616,neoplasm,CHEMBL4204794,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,AVAPRITINIB,ENSG00000134853|ENSG00000157404
EFO_0000616,neoplasm,CHEMBL4208229,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,ASCIMINIB,ENSG00000097007|ENSG00000186716
EFO_0000616,neoplasm,CHEMBL4216467,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,RIPRETINIB,ENSG00000134853|ENSG00000157404
EFO_0000616,neoplasm,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL4297185,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,DAROLUTAMIDE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL4297522,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,PEMIGATINIB,ENSG00000066468|ENSG00000068078|ENSG00000077782
EFO_0000616,neoplasm,CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,AMSACRINE,ENSG00000077097|ENSG00000131747
EFO_0000616,neoplasm,CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,ETOPOSIDE,ENSG00000077097|ENSG00000131747
EFO_0000616,neoplasm,CHEMBL452231,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,TENIPOSIDE,ENSG00000077097|ENSG00000131747
EFO_0000616,neoplasm,CHEMBL4535757,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,SOTORASIB,ENSG00000133703
EFO_0000616,neoplasm,CHEMBL4559134,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,SELPERCATINIB,ENSG00000108091|ENSG00000165731|ENSG00000170759
EFO_0000616,neoplasm,CHEMBL4582651,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,PRALSETINIB,ENSG00000108091|ENSG00000165731|ENSG00000170759
EFO_0000616,neoplasm,CHEMBL4585668,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,BELZUTIFAN,ENSG00000116016
EFO_0000616,neoplasm,CHEMBL4594350,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,ADAGRASIB,ENSG00000133703
EFO_0000616,neoplasm,CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,MOBOCERTINIB,ENSG00000146648
EFO_0000616,neoplasm,CHEMBL467,NC(=O)NO,HYDROXYUREA,ENSG00000171848
EFO_0000616,neoplasm,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,VISMODEGIB,ENSG00000128602
EFO_0000616,neoplasm,CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,IRINOTECAN,ENSG00000198900
EFO_0000616,neoplasm,CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,PANOBINOSTAT,ENSG00000048052|ENSG00000061273|ENSG00000068024|ENSG00000094631|ENSG00000100429|ENSG00000108840|ENSG00000116478|ENSG00000147099|ENSG00000163517|ENSG00000171720|ENSG00000196591
EFO_0000616,neoplasm,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,AMINOGLUTETHIMIDE,ENSG00000137869|ENSG00000140459
EFO_0000616,neoplasm,CHEMBL513,O=NN(CCCl)C(=O)NCCCl,CARMUSTINE,ENSG00000104687
EFO_0000616,neoplasm,CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,OLAPARIB,ENSG00000041880|ENSG00000129484|ENSG00000143799
EFO_0000616,neoplasm,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,DOXORUBICIN,ENSG00000131747
EFO_0000616,neoplasm,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,SUNITINIB,ENSG00000037280|ENSG00000102755|ENSG00000113721|ENSG00000122025|ENSG00000128052|ENSG00000134853|ENSG00000157404|ENSG00000165731|ENSG00000182578
EFO_0000616,neoplasm,CHEMBL553025,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,VINORELBINE,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,MITOXANTRONE,ENSG00000131747
EFO_0000616,neoplasm,CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CRIZOTINIB,ENSG00000105976|ENSG00000143924|ENSG00000171094|ENSG00000181163
EFO_0000616,neoplasm,CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MIDOSTAURIN,ENSG00000027075|ENSG00000065675|ENSG00000067606|ENSG00000113721|ENSG00000115825|ENSG00000122025|ENSG00000126583|ENSG00000128052|ENSG00000134853|ENSG00000154229|ENSG00000157404|ENSG00000163558|ENSG00000163932|ENSG00000166501|ENSG00000171132|ENSG00000184304
EFO_0000616,neoplasm,CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,ETHINYL ESTRADIOL,ENSG00000091831
EFO_0000616,neoplasm,CHEMBL705,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,ALITRETINOIN,ENSG00000077092|ENSG00000131759|ENSG00000143171|ENSG00000172819|ENSG00000186350|ENSG00000204231
EFO_0000616,neoplasm,CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,MEDROXYPROGESTERONE ACETATE,ENSG00000082175
EFO_0000616,neoplasm,CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,THIOGUANINE,ENSG00000106348|ENSG00000178035
EFO_0000616,neoplasm,CHEMBL760,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,ANAGRELIDE,ENSG00000152270|ENSG00000172572
EFO_0000616,neoplasm,CHEMBL803,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CYTARABINE,ENSG00000014138|ENSG00000062822|ENSG00000077514|ENSG00000100479|ENSG00000101868|ENSG00000106628|ENSG00000146143|ENSG00000148229|ENSG00000175482|ENSG00000177084|ENSG00000198056
EFO_0000616,neoplasm,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,FLUTAMIDE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,TAMOXIFEN,ENSG00000091831
EFO_0000616,neoplasm,CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,GEMCITABINE,ENSG00000014138|ENSG00000062822|ENSG00000077514|ENSG00000100479|ENSG00000101868|ENSG00000106628|ENSG00000146143|ENSG00000148229|ENSG00000167325|ENSG00000175482|ENSG00000177084|ENSG00000198056
EFO_0000616,neoplasm,CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,VINCRISTINE,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL917,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,FLOXURIDINE,ENSG00000176890
EFO_0000616,neoplasm,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,GEFITINIB,ENSG00000146648
EFO_0000616,neoplasm,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,VORINOSTAT,ENSG00000094631|ENSG00000116478|ENSG00000171720|ENSG00000196591
EFO_0000673,prostate adenocarcinoma,CHEMBL1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,ENZALUTAMIDE,ENSG00000169083
EFO_0000673,prostate adenocarcinoma,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,APALUTAMIDE,ENSG00000169083
EFO_0000673,prostate adenocarcinoma,CHEMBL3545252,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,DOCETAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000673,prostate adenocarcinoma,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,FLUTAMIDE,ENSG00000169083
EFO_0000681,renal cell carcinoma,CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,SORAFENIB TOSYLATE,ENSG00000037280|ENSG00000102755|ENSG00000113721|ENSG00000122025|ENSG00000128052|ENSG00000132155|ENSG00000157404|ENSG00000157764|ENSG00000165731
EFO_0000681,renal cell carcinoma,CHEMBL1201182,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,TEMSIROLIMUS,ENSG00000088832
EFO_0000681,renal cell carcinoma,CHEMBL1201733,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,PAZOPANIB HYDROCHLORIDE,ENSG00000037280|ENSG00000068078|ENSG00000077782|ENSG00000102755|ENSG00000113263|ENSG00000113721|ENSG00000128052|ENSG00000134853|ENSG00000157404|ENSG00000182578|ENSG00000182866
EFO_0000681,renal cell carcinoma,CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,AXITINIB,ENSG00000037280|ENSG00000102755|ENSG00000128052
EFO_0000681,renal cell carcinoma,CHEMBL1567,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,SUNITINIB MALATE,ENSG00000037280|ENSG00000102755|ENSG00000113721|ENSG00000122025|ENSG00000128052|ENSG00000134853|ENSG00000157404|ENSG00000165731|ENSG00000182578
EFO_0000681,renal cell carcinoma,CHEMBL1908360,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,EVEROLIMUS,ENSG00000088832
EFO_0000681,renal cell carcinoma,CHEMBL2103868,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,CABOZANTINIB S-MALATE,ENSG00000105976|ENSG00000128052
EFO_0000681,renal cell carcinoma,CHEMBL2105704,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,LENVATINIB MESYLATE,ENSG00000037280|ENSG00000102755|ENSG00000128052
EFO_0000681,renal cell carcinoma,CHEMBL2105756,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,TIVOZANIB HYDROCHLORIDE,ENSG00000037280|ENSG00000102755|ENSG00000113721|ENSG00000128052|ENSG00000157404
EFO_0000681,renal cell carcinoma,CHEMBL4585668,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,BELZUTIFAN,ENSG00000116016
EFO_0000681,renal cell carcinoma,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,SUNITINIB,ENSG00000037280|ENSG00000102755|ENSG00000113721|ENSG00000122025|ENSG00000128052|ENSG00000134853|ENSG00000157404|ENSG00000165731|ENSG00000182578
EFO_0000691,sarcoma,CHEMBL1201733,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,PAZOPANIB HYDROCHLORIDE,ENSG00000037280|ENSG00000068078|ENSG00000077782|ENSG00000102755|ENSG00000113263|ENSG00000113721|ENSG00000128052|ENSG00000134853|ENSG00000157404|ENSG00000182578|ENSG00000182866
EFO_0000691,sarcoma,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,ENSG00000131747
EFO_0000691,sarcoma,CHEMBL4594260,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,TAZEMETOSTAT HYDROBROMIDE,ENSG00000106462
EFO_0000702,small cell lung carcinoma,CHEMBL1607,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,TOPOTECAN HYDROCHLORIDE,ENSG00000184428
EFO_0000702,small cell lung carcinoma,CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,ETOPOSIDE,ENSG00000077097|ENSG00000131747
EFO_0000702,small cell lung carcinoma,CHEMBL4650272,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1.Cl.Cl,TRILACICLIB DIHYDROCHLORIDE,ENSG00000105810|ENSG00000135446
EFO_0000756,melanoma,CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,VEMURAFENIB,ENSG00000157764
EFO_0000756,melanoma,CHEMBL2105729,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,DABRAFENIB MESYLATE,ENSG00000157764
EFO_0000756,melanoma,CHEMBL2364607,O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,COBIMETINIB FUMARATE,ENSG00000126934|ENSG00000169032
EFO_0000756,melanoma,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,BINIMETINIB,ENSG00000126934|ENSG00000169032
EFO_0000756,melanoma,CHEMBL3301612,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,ENCORAFENIB,ENSG00000157764
EFO_0000756,melanoma,CHEMBL467,NC(=O)NO,HYDROXYUREA,ENSG00000171848
EFO_0000768,idiopathic pulmonary fibrosis,CHEMBL1201014,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],PREDNISOLONE SODIUM PHOSPHATE,ENSG00000113580
EFO_0000768,idiopathic pulmonary fibrosis,CHEMBL3039504,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,NINTEDANIB ESYLATE,ENSG00000037280|ENSG00000066468|ENSG00000068078|ENSG00000077782|ENSG00000102755|ENSG00000113721|ENSG00000128052|ENSG00000134853|ENSG00000160867
EFO_0001075,ovarian carcinoma,CHEMBL1637,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,GEMCITABINE HYDROCHLORIDE,ENSG00000014138|ENSG00000062822|ENSG00000077514|ENSG00000100479|ENSG00000101868|ENSG00000106628|ENSG00000146143|ENSG00000148229|ENSG00000167325|ENSG00000175482|ENSG00000177084|ENSG00000198056
EFO_0001075,ovarian carcinoma,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,ENSG00000131747
EFO_0001075,ovarian carcinoma,CHEMBL3833368,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,RUCAPARIB CAMSYLATE,ENSG00000041880|ENSG00000129484|ENSG00000143799
EFO_0001075,ovarian carcinoma,CHEMBL3989922,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,NIRAPARIB TOSYLATE MONOHYDRATE,ENSG00000129484|ENSG00000143799
EFO_0001075,ovarian carcinoma,CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,OLAPARIB,ENSG00000041880|ENSG00000129484|ENSG00000143799
EFO_0001378,multiple myeloma,CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,PLERIXAFOR,ENSG00000121966
EFO_0001378,multiple myeloma,CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,BORTEZOMIB,ENSG00000100804
EFO_0001378,multiple myeloma,CHEMBL3545185,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,SELINEXOR,ENSG00000082898
